Probe Set Name,Stat Pairs,Stat Pairs Used,Avg Diff,Detection,Detection p-value,Stat Common Pairs,Signal Log Ratio,Signal Log Ratio Low,Avg Diff,Change,Change p-value,Positive,Negative,Pairs,Pairs Used,Pairs InAvg,Pos Fraction,Log Avg,Pos/Neg,Avg Diff,Abs Call,Inc,Dec,Inc Ratio,Dec Ratio,Pos Change,Neg Change,Inc/Dec,DPos-DNeg Ratio,Log Avg Ratio Change,Diff Call,Avg Diff Change,B=A,Fold Change,Sort Score
265248_at,11,11,105.2,P,0.046143,11,-0.3,-0.9,105.2,D,0.996959,,,,,,,,,,,,,,,,,,,,,,,,
265249_at,11,11,71.9,A,0.111572,11,0.6,-0.8,71.9,NC,0.454766,,,,,,,,,,,,,,,,,,,,,,,,
265250_at,11,11,46.4,A,0.246094,11,-0.5,-1.3,46.4,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265251_at,11,11,116.3,A,0.080566,11,0.6,0.2,116.3,NC,0.39129,,,,,,,,,,,,,,,,,,,,,,,,
265252_at,11,11,310.8,P,0.010742,11,-0.4,-1,310.8,NC,0.747149,,,,,,,,,,,,,,,,,,,,,,,,
265253_at,11,11,32.6,A,0.753906,11,-2.1,-3.7,32.6,NC,0.921063,,,,,,,,,,,,,,,,,,,,,,,,
265219_at,11,11,2267.6,P,0.000244,11,-1,-1.4,2267.6,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265220_at,11,11,769,P,0.000244,11,0.5,0.1,769,NC,0.010135,,,,,,,,,,,,,,,,,,,,,,,,
265221_s_at,11,11,4632.1,P,0.000244,11,7.2,5.3,4632.1,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265222_at,11,11,1335.2,P,0.000244,11,0.7,0.2,1335.2,I,0.000241,,,,,,,,,,,,,,,,,,,,,,,,
265223_at,11,11,16.2,A,0.366211,11,1.1,0.1,16.2,NC,0.009292,,,,,,,,,,,,,,,,,,,,,,,,
265224_at,11,11,46.1,A,0.171387,11,0.4,-0.3,46.1,NC,0.232549,,,,,,,,,,,,,,,,,,,,,,,,
265225_at,11,11,258.7,P,0.000244,11,-1.5,-2,258.7,D,0.99997,,,,,,,,,,,,,,,,,,,,,,,,
265195_at,11,11,59.6,A,0.432373,11,-1.6,-2.3,59.6,D,0.999911,,,,,,,,,,,,,,,,,,,,,,,,
265196_at,11,11,655.3,P,0.001953,11,0.6,0.1,655.3,I,0.001651,,,,,,,,,,,,,,,,,,,,,,,,
265197_at,11,11,25.9,A,0.633789,11,3.3,2.1,25.9,NC,0.015426,,,,,,,,,,,,,,,,,,,,,,,,
265198_at,11,11,25,A,0.398926,11,1.8,-0.7,25,NC,0.37888,,,,,,,,,,,,,,,,,,,,,,,,
265199_s_at,11,11,2064.4,P,0.000244,11,7.6,5.3,2064.4,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265200_s_at,11,11,692,P,0.001953,11,5.4,3,692,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265201_at,11,11,443.2,P,0.005859,11,-0.7,-1.1,443.2,D,0.999911,,,,,,,,,,,,,,,,,,,,,,,,
265202_at,11,11,67.5,A,0.466064,11,-0.9,-1.7,67.5,NC,0.955851,,,,,,,,,,,,,,,,,,,,,,,,
265203_at,11,11,953.9,P,0.000244,11,0.5,-0.1,953.9,I,0.002032,,,,,,,,,,,,,,,,,,,,,,,,
265204_at,11,11,68.2,P,0.01416,11,1,0.3,68.2,I,0.001336,,,,,,,,,,,,,,,,,,,,,,,,
265205_at,11,11,136.5,A,0.111572,11,1,0.8,136.5,NC,0.263341,,,,,,,,,,,,,,,,,,,,,,,,
265206_at,11,11,397.7,P,0.000732,11,1,0.3,397.7,I,0.000389,,,,,,,,,,,,,,,,,,,,,,,,
265207_at,11,11,914.1,P,0.00415,11,0.3,0.1,914.1,NC,0.057676,,,,,,,,,,,,,,,,,,,,,,,,
265208_at,11,11,105.2,P,0.005859,11,0.6,-0.2,105.2,NC,0.284967,,,,,,,,,,,,,,,,,,,,,,,,
265209_at,11,11,4.9,A,0.72583,11,1.5,-0.8,4.9,NC,0.318909,,,,,,,,,,,,,,,,,,,,,,,,
265210_at,11,11,587.8,P,0.000244,11,-0.9,-1.2,587.8,MD,0.994591,,,,,,,,,,,,,,,,,,,,,,,,
265211_at,11,11,10.4,A,0.850342,11,1.1,0.6,10.4,NC,0.296089,,,,,,,,,,,,,,,,,,,,,,,,
265212_at,11,11,712.2,P,0.000244,11,0.4,-0.3,712.2,NC,0.222749,,,,,,,,,,,,,,,,,,,,,,,,
265213_at,11,11,233.1,P,0.01416,11,1.9,1.4,233.1,I,0.004481,,,,,,,,,,,,,,,,,,,,,,,,
265214_at,11,11,497.9,P,0.001953,11,1,0.1,497.9,I,0.000189,,,,,,,,,,,,,,,,,,,,,,,,
265215_at,11,11,56.1,A,0.219482,11,2.4,0.2,56.1,NC,0.583567,,,,,,,,,,,,,,,,,,,,,,,,
265216_at,11,11,305.9,P,0.023926,11,0,-1.2,305.9,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265217_s_at,11,11,250.7,P,0.001221,11,-0.7,-0.9,250.7,NC,0.988955,,,,,,,,,,,,,,,,,,,,,,,,
265218_at,11,11,232.8,A,0.111572,11,-1,-1.4,232.8,NC,0.988955,,,,,,,,,,,,,,,,,,,,,,,,
265191_at,11,11,409.8,P,0.008057,11,0.1,-0.2,409.8,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265192_at,11,11,1571.6,P,0.000732,11,0,-0.5,1571.6,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265193_at,11,11,131,P,0.030273,11,-0.6,-0.9,131,NC,0.984574,,,,,,,,,,,,,,,,,,,,,,,,
265194_at,11,11,1056.7,P,0.005859,11,2.9,2.3,1056.7,I,0.000114,,,,,,,,,,,,,,,,,,,,,,,,
265163_at,11,11,18.8,A,0.567627,11,-1.3,-2.7,18.8,NC,0.942324,,,,,,,,,,,,,,,,,,,,,,,,
265164_at,11,11,30.8,A,0.533936,11,-1.1,-3.3,30.8,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265165_at,11,11,1.2,A,0.919434,11,-1.2,-1.9,1.2,NC,0.633407,,,,,,,,,,,,,,,,,,,,,,,,
265166_at,11,11,11.2,A,0.567627,11,-0.6,-1.9,11.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265167_at,11,11,1.8,A,0.943848,11,-0.1,-0.9,1.8,NC,0.796129,,,,,,,,,,,,,,,,,,,,,,,,
265168_at,11,11,48.9,A,0.246094,11,-0.8,-1.5,48.9,NC,0.570859,,,,,,,,,,,,,,,,,,,,,,,,
265169_x_at,11,11,153.5,A,0.129639,11,-0.2,-1.2,153.5,NC,0.596188,,,,,,,,,,,,,,,,,,,,,,,,
265170_at,11,11,129.6,A,0.129639,11,0.8,0.6,129.6,NC,0.441923,,,,,,,,,,,,,,,,,,,,,,,,
265171_at,11,11,77.8,A,0.366211,11,0.5,-0.3,77.8,NC,0.105663,,,,,,,,,,,,,,,,,,,,,,,,
265172_at,11,11,245.5,P,0.005859,11,0.1,-0.5,245.5,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265173_at,11,11,88.5,A,0.171387,11,0.4,-0.7,88.5,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265174_s_at,11,11,110.8,A,0.27417,11,-0.5,-1,110.8,NC,0.986922,,,,,,,,,,,,,,,,,,,,,,,,
265175_at,11,11,119.7,P,0.010742,11,-0.2,-0.8,119.7,NC,0.786812,,,,,,,,,,,,,,,,,,,,,,,,
265176_at,11,11,33.1,A,0.398926,11,-0.5,-1,33.1,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265177_at,11,11,1.4,A,0.828613,11,-1.6,-4,1.4,NC,0.767451,,,,,,,,,,,,,,,,,,,,,,,,
265178_at,11,11,9,A,0.888428,11,0.5,-0.2,9,NC,0.222749,,,,,,,,,,,,,,,,,,,,,,,,
265179_at,11,11,4,A,0.80542,11,-0.6,-1.7,4,NC,0.881991,,,,,,,,,,,,,,,,,,,,,,,,
265180_at,11,11,46,A,0.533936,11,-0.9,-1.9,46,NC,0.881991,,,,,,,,,,,,,,,,,,,,,,,,
265181_at,11,11,44.1,A,0.246094,11,0.4,-0.7,44.1,NC,0.596188,,,,,,,,,,,,,,,,,,,,,,,,
265182_at,11,11,472.9,P,0.000244,11,-2.7,-3.6,472.9,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265183_at,11,11,193.9,A,0.067627,11,-1.9,-2.6,193.9,D,0.999973,,,,,,,,,,,,,,,,,,,,,,,,
265184_at,11,11,4595.2,P,0.000244,11,1.6,1.2,4595.2,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265185_at,11,11,41.5,A,0.246094,11,0.4,-0.6,41.5,NC,0.330589,,,,,,,,,,,,,,,,,,,,,,,,
265186_at,11,11,105.6,A,0.171387,11,2.1,0.1,105.6,I,0.001486,,,,,,,,,,,,,,,,,,,,,,,,
265187_at,11,11,6843,P,0.000244,11,0.5,0.2,6843,I,0.000101,,,,,,,,,,,,,,,,,,,,,,,,
265188_at,11,11,6.9,A,0.567627,11,-1.4,-2.7,6.9,NC,0.60871,,,,,,,,,,,,,,,,,,,,,,,,
265189_at,11,11,117.3,A,0.129639,11,-0.2,-0.8,117.3,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265190_at,11,11,2540.4,P,0.000244,11,1.3,0.9,2540.4,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265131_at,11,11,8.7,A,0.633789,11,0.4,0,8.7,NC,0.222749,,,,,,,,,,,,,,,,,,,,,,,,
265132_at,11,11,23.8,A,0.466064,11,-2.4,-4.4,23.8,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265133_s_at,11,11,8.9,A,0.753906,11,-3.3,-4.9,8.9,NC,0.703911,,,,,,,,,,,,,,,,,,,,,,,,
265134_at,11,11,75.5,A,0.334473,11,-0.1,-0.9,75.5,NC,0.757415,,,,,,,,,,,,,,,,,,,,,,,,
265135_at,11,11,106.3,P,0.00415,11,0.6,0,106.3,NC,0.083826,,,,,,,,,,,,,,,,,,,,,,,,
265136_at,11,11,37.8,A,0.27417,11,2.9,1.2,37.8,NC,0.007788,,,,,,,,,,,,,,,,,,,,,,,,
265137_at,11,11,9,A,0.828613,11,-3.1,-5.6,9,NC,0.911062,,,,,,,,,,,,,,,,,,,,,,,,
265138_at,11,11,96.5,A,0.149658,11,0.1,-0.3,96.5,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265139_at,11,11,271,P,0.008057,11,0.2,-0.2,271,NC,0.274048,,,,,,,,,,,,,,,,,,,,,,,,
265140_at,11,11,42.8,A,0.129639,11,0,-1.2,42.8,NC,0.033304,,,,,,,,,,,,,,,,,,,,,,,,
265141_at,11,11,697.8,P,0.000244,11,0.7,-0.1,697.8,I,0.000552,,,,,,,,,,,,,,,,,,,,,,,,
265142_at,11,11,394.4,P,0.00415,11,0.6,0.1,394.4,I,0.000147,,,,,,,,,,,,,,,,,,,,,,,,
265143_at,11,11,314.5,P,0.008057,11,-1.6,-2.3,314.5,D,0.999911,,,,,,,,,,,,,,,,,,,,,,,,
265144_at,11,11,75.5,A,0.149658,11,1.9,1.1,75.5,NC,0.094279,,,,,,,,,,,,,,,,,,,,,,,,
265145_at,11,11,19.7,A,0.850342,11,0,-0.7,19.7,NC,0.945978,,,,,,,,,,,,,,,,,,,,,,,,
265146_at,11,11,174.2,M,0.056152,11,0.9,0.7,174.2,I,0.004481,,,,,,,,,,,,,,,,,,,,,,,,
265147_at,11,11,87.8,P,0.037598,11,0.5,-0.4,87.8,NC,0.124552,,,,,,,,,,,,,,,,,,,,,,,,
265148_at,11,11,1014,P,0.001953,11,-1,-1.5,1014,D,0.999922,,,,,,,,,,,,,,,,,,,,,,,,
265149_at,11,11,1949.7,P,0.000244,11,-2.1,-2.5,1949.7,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265150_at,11,11,9669.5,P,0.000244,11,0.3,-0.2,9669.5,NC,0.467656,,,,,,,,,,,,,,,,,,,,,,,,
265151_at,11,11,125.3,P,0.005859,11,-0.3,-1,125.3,NC,0.786812,,,,,,,,,,,,,,,,,,,,,,,,
265152_s_at,11,11,28.5,A,0.129639,11,-0.8,-2.3,28.5,NC,0.945978,,,,,,,,,,,,,,,,,,,,,,,,
265153_at,11,11,55.3,A,0.5,11,2.6,1,55.3,NC,0.185981,,,,,,,,,,,,,,,,,,,,,,,,
265154_at,11,11,73.4,A,0.080566,11,-1,-1.9,73.4,NC,0.986922,,,,,,,,,,,,,,,,,,,,,,,,
265155_at,11,11,71.8,A,0.149658,11,2.2,-0.1,71.8,NC,0.015426,,,,,,,,,,,,,,,,,,,,,,,,
265156_at,11,11,69.7,M,0.056152,11,-0.5,-1,69.7,NC,0.964215,,,,,,,,,,,,,,,,,,,,,,,,
265157_at,11,11,23.4,A,0.432373,11,2,0.7,23.4,NC,0.145682,,,,,,,,,,,,,,,,,,,,,,,,
265158_at,11,11,3.6,A,0.633789,11,-0.2,-1.9,3.6,NC,0.48058,,,,,,,,,,,,,,,,,,,,,,,,
265159_at,11,11,10.2,A,0.633789,11,-1.6,-3.6,10.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265160_at,11,11,20,A,0.567627,11,-0.9,-2,20,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265161_at,11,11,71.1,A,0.334473,11,0.3,-0.4,71.1,NC,0.342437,,,,,,,,,,,,,,,,,,,,,,,,
265162_at,11,11,181.9,A,0.129639,11,-0.8,-1.8,181.9,D,0.996645,,,,,,,,,,,,,,,,,,,,,,,,
265128_at,11,11,116.1,A,0.080566,11,3.9,1.5,116.1,I,0.004073,,,,,,,,,,,,,,,,,,,,,,,,
265129_at,11,11,669.6,P,0.00293,11,-0.6,-0.9,669.6,D,0.999034,,,,,,,,,,,,,,,,,,,,,,,,
265130_at,11,11,929,P,0.00293,11,0.3,0.2,929,NC,0.222749,,,,,,,,,,,,,,,,,,,,,,,,
265100_at,11,11,279,P,0.001221,11,0.5,-0.2,279,NC,0.024755,,,,,,,,,,,,,,,,,,,,,,,,
265101_at,11,11,1219,P,0.001221,11,0.1,-0.3,1219,NC,0.318909,,,,,,,,,,,,,,,,,,,,,,,,
265102_at,11,11,11.6,A,0.72583,11,-1.4,-3.3,11.6,NC,0.318909,,,,,,,,,,,,,,,,,,,,,,,,
265103_at,11,11,79.4,A,0.219482,11,-0.4,-1.5,79.4,NC,0.786812,,,,,,,,,,,,,,,,,,,,,,,,
265104_at,11,11,372.7,P,0.000732,11,-1.1,-1.6,372.7,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265105_s_at,11,11,36.5,A,0.149658,11,-1.2,-2.5,36.5,NC,0.911062,,,,,,,,,,,,,,,,,,,,,,,,
265106_s_at,11,11,20.4,A,0.466064,11,-1,-2.9,20.4,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265107_s_at,11,11,121.8,M,0.056152,11,-0.9,-1.6,121.8,MD,0.994591,,,,,,,,,,,,,,,,,,,,,,,,
265108_s_at,11,11,40.9,A,0.366211,11,-1.5,-2.2,40.9,D,0.995519,,,,,,,,,,,,,,,,,,,,,,,,
265109_s_at,11,11,18.6,A,0.129639,11,1.5,-0.1,18.6,NC,0.307406,,,,,,,,,,,,,,,,,,,,,,,,
265110_at,11,11,27.5,A,0.533936,11,1,-1.2,27.5,NC,0.506476,,,,,,,,,,,,,,,,,,,,,,,,
265111_at,11,11,4.9,A,0.870361,11,0.4,-0.3,4.9,NC,0.263341,,,,,,,,,,,,,,,,,,,,,,,,
265112_at,11,11,6.4,A,0.80542,11,0.3,-1,6.4,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265113_at,11,11,127.2,P,0.010742,11,-0.3,-0.9,127.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265114_at,11,11,6.5,A,0.80542,11,0.9,-0.9,6.5,NC,0.061522,,,,,,,,,,,,,,,,,,,,,,,,
265115_at,11,11,46.6,A,0.149658,11,-0.6,-1.9,46.6,NC,0.958799,,,,,,,,,,,,,,,,,,,,,,,,
265116_at,11,11,174.6,P,0.023926,11,0.8,-0.3,174.6,NC,0.012024,,,,,,,,,,,,,,,,,,,,,,,,
265117_at,11,11,64.9,A,0.19458,11,0.1,-0.2,64.9,NC,0.692594,,,,,,,,,,,,,,,,,,,,,,,,
265118_at,11,11,53,A,0.601074,11,-0.5,-1.2,53,NC,0.894337,,,,,,,,,,,,,,,,,,,,,,,,
265119_at,11,11,117.3,P,0.000732,11,-0.2,-0.8,117.3,NC,0.48058,,,,,,,,,,,,,,,,,,,,,,,,
265120_at,11,11,67.4,A,0.246094,11,-1.3,-2.5,67.4,NC,0.916174,,,,,,,,,,,,,,,,,,,,,,,,
265121_at,11,11,14.4,A,0.850342,11,-2.5,-4.1,14.4,NC,0.980376,,,,,,,,,,,,,,,,,,,,,,,,
265122_at,11,11,6.9,A,0.567627,11,-2.3,-4,6.9,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265123_at,11,11,8.5,A,0.633789,11,0,-0.8,8.5,NC,0.263341,,,,,,,,,,,,,,,,,,,,,,,,
265124_at,11,11,9.6,A,0.888428,11,0,-0.3,9.6,NC,0.633407,,,,,,,,,,,,,,,,,,,,,,,,
265125_at,11,11,8.6,A,0.665527,11,-1.6,-2.6,8.6,NC,0.894337,,,,,,,,,,,,,,,,,,,,,,,,
265126_s_at,11,11,92.1,A,0.171387,11,0.8,-0.3,92.1,NC,0.094279,,,,,,,,,,,,,,,,,,,,,,,,
265127_at,11,11,21.4,A,0.334473,11,2.6,2.1,21.4,NC,0.145682,,,,,,,,,,,,,,,,,,,,,,,,
265068_at,11,11,114.3,A,0.5,11,0.8,0,114.3,NC,0.429141,,,,,,,,,,,,,,,,,,,,,,,,
265069_at,11,11,87.2,A,0.095215,11,1.5,0.3,87.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265070_at,11,11,629.8,P,0.008057,11,-1.4,-1.9,629.8,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265071_at,11,11,1424.1,P,0.000244,11,0.7,0.3,1424.1,I,0.003699,,,,,,,,,,,,,,,,,,,,,,,,
265072_at,11,11,141.1,A,0.080566,11,0.3,-0.5,141.1,NC,0.203871,,,,,,,,,,,,,,,,,,,,,,,,
265073_at,11,11,140.1,P,0.046143,11,-3.3,-4.6,140.1,D,0.99987,,,,,,,,,,,,,,,,,,,,,,,,
265074_at,11,11,108.7,A,0.129639,11,-0.8,-1.1,108.7,NC,0.39129,,,,,,,,,,,,,,,,,,,,,,,,
265075_at,11,11,6284.5,P,0.000244,11,4.2,4.1,6284.5,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265076_at,11,11,418.6,P,0.000732,11,-2.2,-2.8,418.6,D,0.99997,,,,,,,,,,,,,,,,,,,,,,,,
265077_at,11,11,5892.4,P,0.000244,11,2.3,1.6,5892.4,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265078_at,11,11,1523.2,P,0.000732,11,2.8,2.2,1523.2,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265079_at,11,11,741.6,P,0.000732,11,1.4,0.4,741.6,I,0.000167,,,,,,,,,,,,,,,,,,,,,,,,
265080_at,11,11,19.2,A,0.533936,11,0.2,-0.1,19.2,NC,0.454766,,,,,,,,,,,,,,,,,,,,,,,,
265081_at,11,11,4.6,A,0.981445,11,0.1,-0.3,4.6,NC,0.60871,,,,,,,,,,,,,,,,,,,,,,,,
265082_at,11,11,177.5,A,0.095215,11,1.4,0.7,177.5,I,0.000101,,,,,,,,,,,,,,,,,,,,,,,,
265083_at,11,11,52.8,A,0.171387,11,-0.8,-2.3,52.8,NC,0.169098,,,,,,,,,,,,,,,,,,,,,,,,
265084_at,11,11,153.6,A,0.19458,11,0.7,0.1,153.6,NC,0.284967,,,,,,,,,,,,,,,,,,,,,,,,
265085_at,11,11,6,A,0.780518,11,-0.2,-1.2,6,NC,0.194801,,,,,,,,,,,,,,,,,,,,,,,,
265086_at,11,11,289.7,P,0.000732,11,1.7,1.1,289.7,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265087_at,11,11,325,P,0.001953,11,1.2,0.5,325,I,0.003699,,,,,,,,,,,,,,,,,,,,,,,,
265088_at,11,11,305.2,P,0.000732,11,1,0.7,305.2,I,0.000068,,,,,,,,,,,,,,,,,,,,,,,,
265089_at,11,11,9.3,A,0.80542,11,-0.4,-2.6,9.3,NC,0.39129,,,,,,,,,,,,,,,,,,,,,,,,
265090_at,11,11,202.4,P,0.005859,11,-0.2,-0.8,202.4,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265091_s_at,11,11,10,A,0.904785,11,0.4,-1.1,10,NC,0.506476,,,,,,,,,,,,,,,,,,,,,,,,
265092_at,11,11,2268.1,P,0.000732,11,0.7,0.2,2268.1,I,0.00013,,,,,,,,,,,,,,,,,,,,,,,,
265093_at,11,11,1030.4,P,0.000244,11,2.1,1.3,1030.4,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265094_at,11,11,17.9,A,0.5,11,-1.2,-3.3,17.9,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265095_at,11,11,6.2,A,0.466064,11,0.1,-1.3,6.2,NC,0.354442,,,,,,,,,,,,,,,,,,,,,,,,
265096_at,11,11,129.7,A,0.067627,11,-0.6,-1.3,129.7,D,0.998923,,,,,,,,,,,,,,,,,,,,,,,,
265097_at,11,11,49.2,A,0.398926,11,0.1,-0.9,49.2,NC,0.596188,,,,,,,,,,,,,,,,,,,,,,,,
265098_at,11,11,254,P,0.037598,11,0.8,0.2,254,NC,0.050553,,,,,,,,,,,,,,,,,,,,,,,,
265099_at,11,11,102.9,A,0.303711,11,0.9,-0.1,102.9,NC,0.222749,,,,,,,,,,,,,,,,,,,,,,,,
265065_at,11,11,119.7,P,0.037598,11,0.5,0.2,119.7,I,0.003041,,,,,,,,,,,,,,,,,,,,,,,,
265066_at,11,11,83.3,A,0.334473,11,-0.5,-1.6,83.3,NC,0.977068,,,,,,,,,,,,,,,,,,,,,,,,
265067_at,11,11,679.3,P,0.000244,11,4.2,3,679.3,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265036_at,11,11,1492,P,0.000244,11,0.5,0,1492,NC,0.069813,,,,,,,,,,,,,,,,,,,,,,,,
265037_at,11,11,2431,P,0.000244,11,0.6,0.4,2431,I,0.000189,,,,,,,,,,,,,,,,,,,,,,,,
265038_at,11,11,76.2,A,0.095215,11,0.7,-0.1,76.2,NC,0.153232,,,,,,,,,,,,,,,,,,,,,,,,
265039_at,11,11,376.2,P,0.000732,11,3.2,2.4,376.2,I,0.000023,,,,,,,,,,,,,,,,,,,,,,,,
265040_at,11,11,821.4,P,0.000244,11,0.4,-0.3,821.4,NC,0.019624,,,,,,,,,,,,,,,,,,,,,,,,
265041_at,11,11,764.8,P,0.001221,11,1.9,1.4,764.8,I,0.000088,,,,,,,,,,,,,,,,,,,,,,,,
265042_at,11,11,54,A,0.432373,11,-0.7,-1.5,54,NC,0.955851,,,,,,,,,,,,,,,,,,,,,,,,
265043_at,11,11,1548.6,P,0.000244,11,0.3,-0.1,1548.6,NC,0.153232,,,,,,,,,,,,,,,,,,,,,,,,
265044_at,11,11,658.5,P,0.000244,11,-0.8,-1.3,658.5,D,0.996959,,,,,,,,,,,,,,,,,,,,,,,,
265045_s_at,11,11,161.7,P,0.01416,11,0.7,0.4,161.7,NC,0.033304,,,,,,,,,,,,,,,,,,,,,,,,
265046_s_at,11,11,8.9,A,0.601074,11,-1.4,-2.6,8.9,NC,0.868657,,,,,,,,,,,,,,,,,,,,,,,,
265047_at,11,11,37.3,A,0.665527,11,0.9,-0.1,37.3,NC,0.596188,,,,,,,,,,,,,,,,,,,,,,,,
265048_at,11,11,85.8,P,0.010742,11,0.7,0,85.8,NC,0.030967,,,,,,,,,,,,,,,,,,,,,,,,
265049_at,11,11,94.2,A,0.246094,11,0.5,-0.1,94.2,NC,0.124552,,,,,,,,,,,,,,,,,,,,,,,,
265050_at,11,11,56.7,A,0.219482,11,3.1,1.6,56.7,NC,0.01421,,,,,,,,,,,,,,,,,,,,,,,,
265051_at,11,11,48.5,A,0.432373,11,-0.5,-2,48.5,NC,0.177412,,,,,,,,,,,,,,,,,,,,,,,,
265052_at,11,11,5.6,A,0.696289,11,-0.7,-2.6,5.6,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265053_at,11,11,8.9,A,0.80542,11,0.1,-1.5,8.9,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265054_x_at,11,11,85.7,A,0.149658,11,0.2,-0.3,85.7,NC,0.318909,,,,,,,,,,,,,,,,,,,,,,,,
265055_at,11,11,4.7,A,0.72583,11,1.7,0.6,4.7,NC,0.061522,,,,,,,,,,,,,,,,,,,,,,,,
265056_at,11,11,4446.7,P,0.000244,11,-0.1,-0.5,4446.7,NC,0.846768,,,,,,,,,,,,,,,,,,,,,,,,
265057_at,11,11,120,A,0.171387,11,1.3,0.3,120,NC,0.010135,,,,,,,,,,,,,,,,,,,,,,,,
265058_s_at,11,11,8.4,A,0.696289,11,-2.8,-5.4,8.4,NC,0.669411,,,,,,,,,,,,,,,,,,,,,,,,
265059_at,11,11,1764.7,P,0.000244,11,0.7,0.1,1764.7,NC,0.010135,,,,,,,,,,,,,,,,,,,,,,,,
265060_at,11,11,116.8,A,0.080566,11,0.3,-0.2,116.8,NC,0.403812,,,,,,,,,,,,,,,,,,,,,,,,
265061_at,11,11,711.2,P,0.000244,11,2.2,1.6,711.2,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265062_at,11,11,42.3,P,0.018555,11,1.7,-0.1,42.3,I,0.004073,,,,,,,,,,,,,,,,,,,,,,,,
265063_at,11,11,5.5,A,0.904785,11,-3.7,-5.4,5.5,D,0.999135,,,,,,,,,,,,,,,,,,,,,,,,
265064_at,11,11,89.8,A,0.111572,11,0.5,-0.7,89.8,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265030_at,11,11,72.4,A,0.149658,11,3.9,2.2,72.4,NC,0.099852,,,,,,,,,,,,,,,,,,,,,,,,
265031_at,11,11,15.3,A,0.5,11,-0.4,-1.7,15.3,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265032_at,11,11,369.8,P,0.00415,11,1.2,0.6,369.8,I,0.00013,,,,,,,,,,,,,,,,,,,,,,,,
265033_at,11,11,6816.8,P,0.000244,11,-1.1,-1.5,6816.8,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265034_at,11,11,149.4,P,0.037598,11,0.9,0.4,149.4,NC,0.016731,,,,,,,,,,,,,,,,,,,,,,,,
265035_at,11,11,1344.4,P,0.000732,11,0.6,0.3,1344.4,I,0.000189,,,,,,,,,,,,,,,,,,,,,,,,
265005_at,11,11,202.3,P,0.001953,11,0.7,-0.1,202.3,NC,0.069813,,,,,,,,,,,,,,,,,,,,,,,,
265006_at,11,11,1321,P,0.000244,11,0.8,0.2,1321,I,0.000101,,,,,,,,,,,,,,,,,,,,,,,,
265007_s_at,11,11,28.2,A,0.334473,11,-1.1,-1.9,28.2,NC,0.703911,,,,,,,,,,,,,,,,,,,,,,,,
265008_at,11,11,341,P,0.000244,11,3.4,1.2,341,I,0.00004,,,,,,,,,,,,,,,,,,,,,,,,
265009_at,11,11,119.7,A,0.171387,11,0.4,-0.3,119.7,NC,0.041201,,,,,,,,,,,,,,,,,,,,,,,,
