Probe Set Name,Stat Pairs,Stat Pairs Used,Avg Diff,Detection,Detection p-value,Stat Common Pairs,Signal Log Ratio,Signal Log Ratio Low,Avg Diff,Change,Change p-value,Positive,Negative,Pairs,Pairs Used,Pairs InAvg,Pos Fraction,Log Avg,Pos/Neg,Avg Diff,Abs Call,Inc,Dec,Inc Ratio,Dec Ratio,Pos Change,Neg Change,Inc/Dec,DPos-DNeg Ratio,Log Avg Ratio Change,Diff Call,Avg Diff Change,B=A,Fold Change,Sort Score
255329_at,11,11,57.6,A,0.27417,11,-0.7,-2.7,57.6,NC,0.796129,,,,,,,,,,,,,,,,,,,,,,,,
255330_s_at,11,11,11.3,A,0.601074,11,-1.3,-2.5,11.3,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255331_at,11,11,21.3,A,0.533936,11,-1.7,-3.8,21.3,NC,0.583567,,,,,,,,,,,,,,,,,,,,,,,,
255332_at,11,11,722.1,P,0.001953,11,-0.8,-1.4,722.1,D,0.999886,,,,,,,,,,,,,,,,,,,,,,,,
255333_at,11,11,3.9,A,0.953857,11,0.8,-0.7,3.9,NC,0.008511,,,,,,,,,,,,,,,,,,,,,,,,
255334_at,11,11,5.4,A,0.780518,11,-2.1,-4.1,5.4,NC,0.715033,,,,,,,,,,,,,,,,,,,,,,,,
255335_at,11,11,0.8,A,0.870361,11,-2.8,-6.2,0.8,NC,0.747149,,,,,,,,,,,,,,,,,,,,,,,,
255336_at,11,11,44.5,A,0.171387,11,4.1,3.2,44.5,NC,0.263341,,,,,,,,,,,,,,,,,,,,,,,,
255337_at,11,11,81.8,A,0.398926,11,-1.2,-2.5,81.8,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255338_at,11,11,453.2,P,0.001953,11,-1.3,-2,453.2,D,0.999562,,,,,,,,,,,,,,,,,,,,,,,,
255339_at,11,11,116.2,A,0.080566,11,0.2,-0.4,116.2,NC,0.065566,,,,,,,,,,,,,,,,,,,,,,,,
255340_at,11,11,50.6,A,0.111572,11,4.4,3.3,50.6,I,0.000241,,,,,,,,,,,,,,,,,,,,,,,,
255341_at,11,11,102,P,0.005859,11,0.4,-0.4,102,NC,0.441923,,,,,,,,,,,,,,,,,,,,,,,,
255342_at,11,11,4.2,A,0.828613,11,1.2,0.7,4.2,NC,0.033304,,,,,,,,,,,,,,,,,,,,,,,,
255343_at,11,11,76.4,A,0.303711,11,0.8,0.3,76.4,NC,0.021224,,,,,,,,,,,,,,,,,,,,,,,,
255344_s_at,11,11,22.1,A,0.303711,11,2.2,-1.2,22.1,NC,0.736659,,,,,,,,,,,,,,,,,,,,,,,,
255345_at,11,11,43.9,A,0.19458,11,-0.4,-1.6,43.9,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255311_at,11,11,106.6,A,0.219482,11,0.8,0.3,106.6,NC,0.078937,,,,,,,,,,,,,,,,,,,,,,,,
255312_at,11,11,1,A,0.969727,11,0,-0.9,1,NC,0.153232,,,,,,,,,,,,,,,,,,,,,,,,
255313_at,11,11,25.1,A,0.466064,11,1.8,0.8,25.1,NC,0.011045,,,,,,,,,,,,,,,,,,,,,,,,
255282_at,11,11,51.5,P,0.005859,11,0.1,-1.2,51.5,NC,0.252851,,,,,,,,,,,,,,,,,,,,,,,,
255283_at,11,11,3644.2,P,0.000244,11,0.3,-0.2,3644.2,NC,0.078937,,,,,,,,,,,,,,,,,,,,,,,,
255284_at,11,11,10327.6,P,0.000244,11,4.3,3.6,10327.6,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
255285_at,11,11,107.8,A,0.111572,11,2.9,0.3,107.8,I,0.003041,,,,,,,,,,,,,,,,,,,,,,,,
255286_at,11,11,22.6,A,0.633789,11,-1.6,-3,22.6,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255287_at,11,11,107.1,A,0.398926,11,0.2,-0.4,107.1,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255288_at,11,11,86.3,A,0.129639,11,-1.2,-1.6,86.3,NC,0.984574,,,,,,,,,,,,,,,,,,,,,,,,
255289_at,11,11,107.8,A,0.246094,11,0.2,-0.2,107.8,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255290_at,11,11,1538.3,P,0.000244,11,-2.4,-3.3,1538.3,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
255291_at,11,11,152.9,P,0.001953,11,0.8,-0.1,152.9,NC,0.006503,,,,,,,,,,,,,,,,,,,,,,,,
255292_s_at,11,11,214.3,P,0.000244,11,-1,-1.4,214.3,D,0.996645,,,,,,,,,,,,,,,,,,,,,,,,
255293_at,11,11,40.7,A,0.567627,11,1.8,0.4,40.7,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255294_at,11,11,51.5,A,0.219482,11,-1.3,-2.8,51.5,NC,0.767451,,,,,,,,,,,,,,,,,,,,,,,,
255295_at,11,11,77.4,A,0.5,11,1.2,0.2,77.4,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255296_at,11,11,208,P,0.005859,11,-0.5,-0.8,208,MD,0.994591,,,,,,,,,,,,,,,,,,,,,,,,
255297_x_at,11,11,7.5,A,0.828613,11,0.7,0.1,7.5,NC,0.131343,,,,,,,,,,,,,,,,,,,,,,,,
255298_at,11,11,123.4,A,0.111572,11,0.7,0.2,123.4,NC,0.041201,,,,,,,,,,,,,,,,,,,,,,,,
255299_at,11,11,150,P,0.008057,11,-1.8,-3.7,150,D,0.998349,,,,,,,,,,,,,,,,,,,,,,,,
255300_at,11,11,983.5,P,0.000244,11,1.1,0.3,983.5,I,0.000052,,,,,,,,,,,,,,,,,,,,,,,,
255301_at,11,11,1097.9,P,0.000244,11,1,0.4,1097.9,I,0.000214,,,,,,,,,,,,,,,,,,,,,,,,
255302_at,11,11,124.9,P,0.030273,11,-1.4,-2,124.9,D,0.99997,,,,,,,,,,,,,,,,,,,,,,,,
255303_at,11,11,974.4,P,0.000732,11,0.4,-0.1,974.4,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255304_at,11,11,118.3,P,0.010742,11,-2.2,-2.3,118.3,D,0.999727,,,,,,,,,,,,,,,,,,,,,,,,
255305_at,11,11,2023.1,P,0.000244,11,-1.3,-1.9,2023.1,D,0.999977,,,,,,,,,,,,,,,,,,,,,,,,
255306_at,11,11,139.6,P,0.000732,11,-0.4,-1,139.6,NC,0.62112,,,,,,,,,,,,,,,,,,,,,,,,
255307_at,11,11,9.6,A,0.80542,11,-1.8,-2.7,9.6,NC,0.911062,,,,,,,,,,,,,,,,,,,,,,,,
255308_at,11,11,1353.5,P,0.000244,11,0.8,0.3,1353.5,NC,0.011045,,,,,,,,,,,,,,,,,,,,,,,,
255309_at,11,11,178.3,M,0.056152,11,-0.2,-0.7,178.3,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255310_at,11,11,822.8,P,0.000244,11,-0.7,-1,822.8,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
255276_at,11,11,78.9,A,0.111572,11,0.4,-0.2,78.9,NC,0.48058,,,,,,,,,,,,,,,,,,,,,,,,
255277_at,11,11,743,P,0.000732,11,-1.2,-1.4,743,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
255278_at,11,11,284.3,P,0.018555,11,1.6,1.3,284.3,NC,0.006503,,,,,,,,,,,,,,,,,,,,,,,,
255279_at,11,11,436.3,P,0.001953,11,-1.2,-1.4,436.3,D,0.999654,,,,,,,,,,,,,,,,,,,,,,,,
255280_at,11,11,532.6,P,0.005859,11,1.2,0.4,532.6,I,0.001336,,,,,,,,,,,,,,,,,,,,,,,,
255281_at,11,11,161.7,P,0.037598,11,-0.3,-0.9,161.7,NC,0.894337,,,,,,,,,,,,,,,,,,,,,,,,
255251_at,11,11,3.9,A,0.99585,11,-0.2,-2.1,3.9,NC,0.747149,,,,,,,,,,,,,,,,,,,,,,,,
255252_at,11,11,4,A,0.72583,11,0.5,-0.5,4,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255253_at,11,11,744.9,P,0.001221,11,0,-0.5,744.9,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255254_at,11,11,28.6,A,0.633789,11,1.5,0,28.6,NC,0.213188,,,,,,,,,,,,,,,,,,,,,,,,
255255_at,11,11,850.7,P,0.000244,11,-0.1,-0.5,850.7,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255256_at,11,11,38.7,A,0.111572,11,1,-1.2,38.7,NC,0.318909,,,,,,,,,,,,,,,,,,,,,,,,
255257_at,11,11,15557.1,P,0.000244,11,-0.1,-0.4,15557.1,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255258_at,11,11,443.2,P,0.023926,11,-0.1,-0.4,443.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255259_at,11,11,7760.7,P,0.000244,11,2.6,2,7760.7,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
255260_at,11,11,151.1,P,0.030273,11,-0.6,-1.4,151.1,NC,0.990708,,,,,,,,,,,,,,,,,,,,,,,,
255261_s_at,11,11,728.8,P,0.000244,11,0,-0.4,728.8,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255262_at,11,11,80.8,A,0.171387,11,0.6,-0.7,80.8,NC,0.054022,,,,,,,,,,,,,,,,,,,,,,,,
255263_at,11,11,792.3,P,0.000244,11,-2.4,-2.8,792.3,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
255264_at,11,11,55.1,A,0.246094,11,-0.6,-1.6,55.1,NC,0.911062,,,,,,,,,,,,,,,,,,,,,,,,
255265_at,11,11,145.1,A,0.149658,11,2,0.8,145.1,NC,0.012024,,,,,,,,,,,,,,,,,,,,,,,,
255266_at,11,11,11,A,0.72583,11,-1.2,-3,11,NC,0.725952,,,,,,,,,,,,,,,,,,,,,,,,
255267_at,11,11,5.4,A,0.72583,11,-3.6,-5.3,5.4,NC,0.99288,,,,,,,,,,,,,,,,,,,,,,,,
255268_at,11,11,37.1,A,0.633789,11,-0.1,-1.1,37.1,NC,0.366593,,,,,,,,,,,,,,,,,,,,,,,,
255269_at,11,11,10.7,A,0.72583,11,-0.7,-1.1,10.7,NC,0.454766,,,,,,,,,,,,,,,,,,,,,,,,
255270_at,11,11,46.3,A,0.303711,11,-0.4,-1.1,46.3,NC,0.657563,,,,,,,,,,,,,,,,,,,,,,,,
255271_at,11,11,53.7,A,0.303711,11,-0.5,-1.2,53.7,NC,0.814019,,,,,,,,,,,,,,,,,,,,,,,,
255272_at,11,11,36.3,A,0.27417,11,0.1,-1.5,36.3,NC,0.416433,,,,,,,,,,,,,,,,,,,,,,,,
255273_at,11,11,30.3,A,0.633789,11,-0.2,-1.1,30.3,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255274_at,11,11,2.8,A,0.753906,11,1.4,-0.6,2.8,NC,0.013078,,,,,,,,,,,,,,,,,,,,,,,,
255275_at,11,11,5.7,A,0.601074,11,-2.2,-4.1,5.7,NC,0.074268,,,,,,,,,,,,,,,,,,,,,,,,
255248_at,11,11,2456,P,0.000732,11,-1.5,-2.1,2456,D,0.999853,,,,,,,,,,,,,,,,,,,,,,,,
255249_at,11,11,204.6,P,0.018555,11,-0.9,-2.1,204.6,D,0.999308,,,,,,,,,,,,,,,,,,,,,,,,
255250_at,11,11,2954.3,P,0.000244,11,0.3,-0.1,2954.3,NC,0.012024,,,,,,,,,,,,,,,,,,,,,,,,
255220_at,11,11,20273,P,0.000244,11,0.2,0,20273,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255221_at,11,11,1252.1,P,0.000244,11,1.4,1.2,1252.1,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
255222_at,11,11,3.6,A,0.904785,11,-0.7,-1.6,3.6,NC,0.952736,,,,,,,,,,,,,,,,,,,,,,,,
255223_at,11,11,14.3,A,0.334473,11,-0.8,-2.4,14.3,NC,0.39129,,,,,,,,,,,,,,,,,,,,,,,,
255224_at,11,11,107,A,0.080566,11,0.1,-0.5,107,NC,0.657563,,,,,,,,,,,,,,,,,,,,,,,,
255225_at,11,11,933.7,P,0.000732,11,1.4,0.6,933.7,I,0.000189,,,,,,,,,,,,,,,,,,,,,,,,
255226_at,11,11,979.2,P,0.000244,11,0.4,-0.6,979.2,NC,0.047264,,,,,,,,,,,,,,,,,,,,,,,,
255227_at,11,11,1377.9,P,0.000244,11,0.6,0.3,1377.9,I,0.000078,,,,,,,,,,,,,,,,,,,,,,,,
255228_at,11,11,82.5,A,0.334473,11,-0.1,-0.7,82.5,NC,0.493524,,,,,,,,,,,,,,,,,,,,,,,,
255229_at,11,11,6.2,A,0.850342,11,0.6,-0.5,6.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255230_at,11,11,3493.6,P,0.000244,11,2.2,2,3493.6,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
255231_at,11,11,755.8,P,0.000244,11,0.9,0.1,755.8,I,0.000865,,,,,,,,,,,,,,,,,,,,,,,,
255232_at,11,11,284.4,P,0.023926,11,-0.1,-0.8,284.4,NC,0.596188,,,,,,,,,,,,,,,,,,,,,,,,
255233_at,11,11,288.4,P,0.030273,11,-0.5,-0.8,288.4,D,0.995927,,,,,,,,,,,,,,,,,,,,,,,,
255234_at,11,11,48.7,A,0.398926,11,2.4,0.6,48.7,NC,0.153232,,,,,,,,,,,,,,,,,,,,,,,,
255235_at,11,11,15.6,A,0.888428,11,-0.4,-1.1,15.6,NC,0.961585,,,,,,,,,,,,,,,,,,,,,,,,
255236_at,11,11,68.1,A,0.095215,11,-0.6,-1.7,68.1,D,0.999382,,,,,,,,,,,,,,,,,,,,,,,,
255237_at,11,11,43,A,0.398926,11,3.1,0.7,43,NC,0.161038,,,,,,,,,,,,,,,,,,,,,,,,
255238_at,11,11,13.9,A,0.366211,11,-1.5,-2.7,13.9,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255239_at,11,11,7.8,A,0.466064,11,1,-1.1,7.8,NC,0.657563,,,,,,,,,,,,,,,,,,,,,,,,
255240_at,11,11,824.4,P,0.00293,11,-1.1,-1.7,824.4,D,0.99997,,,,,,,,,,,,,,,,,,,,,,,,
255241_at,11,11,2.1,A,0.696289,11,-0.2,-2.9,2.1,NC,0.37888,,,,,,,,,,,,,,,,,,,,,,,,
255242_at,11,11,3.7,A,0.753906,11,-1.3,-4,3.7,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255243_at,11,11,54.3,M,0.056152,11,0.3,-0.3,54.3,NC,0.024755,,,,,,,,,,,,,,,,,,,,,,,,
255244_at,11,11,105.9,A,0.067627,11,0.1,-0.1,105.9,NC,0.570859,,,,,,,,,,,,,,,,,,,,,,,,
255245_at,11,11,63.1,P,0.018555,11,0,-1,63.1,NC,0.307406,,,,,,,,,,,,,,,,,,,,,,,,
255246_at,11,11,30.7,A,0.601074,11,-0.5,-1.2,30.7,NC,0.692594,,,,,,,,,,,,,,,,,,,,,,,,
255247_at,11,11,28.8,A,0.095215,11,0.7,-1,28.8,NC,0.429141,,,,,,,,,,,,,,,,,,,,,,,,
255188_at,11,11,20.5,P,0.046143,11,0.4,-1.1,20.5,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255189_at,11,11,5.7,A,0.72583,11,0.6,-1.7,5.7,NC,0.177412,,,,,,,,,,,,,,,,,,,,,,,,
255190_x_at,11,11,24,A,0.366211,11,-1.5,-2.5,24,NC,0.98579,,,,,,,,,,,,,,,,,,,,,,,,
255191_at,11,11,1.3,A,0.753906,11,-0.9,-3,1.3,NC,0.185981,,,,,,,,,,,,,,,,,,,,,,,,
255192_at,11,11,7.4,A,0.466064,11,-2,-4.7,7.4,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255193_at,11,11,60.3,A,0.111572,11,3.1,0.6,60.3,NC,0.028766,,,,,,,,,,,,,,,,,,,,,,,,
255194_at,11,11,253.5,P,0.00415,11,0.2,-0.1,253.5,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255195_at,11,11,12.2,A,0.633789,11,0.2,-2.8,12.2,NC,0.545234,,,,,,,,,,,,,,,,,,,,,,,,
255196_x_at,11,11,72.4,A,0.171387,11,0.2,-0.4,72.4,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255197_x_at,11,11,81.2,A,0.149658,11,-0.3,-1,81.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255198_at,11,11,6.3,A,0.870361,11,-0.4,-2.6,6.3,NC,0.60871,,,,,,,,,,,,,,,,,,,,,,,,
255199_at,11,11,779.4,P,0.001953,11,-0.8,-1.2,779.4,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
255200_at,11,11,54.3,A,0.303711,11,2.7,0.8,54.3,NC,0.330589,,,,,,,,,,,,,,,,,,,,,,,,
255201_at,8,8,0.8,A,0.914063,8,-1.6,-3.6,0.8,NC,0.824011,,,,,,,,,,,,,,,,,,,,,,,,
255202_at,11,11,38.5,A,0.366211,11,-0.2,-1,38.5,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255203_at,11,11,50.6,A,0.366211,11,-0.1,-1.1,50.6,NC,0.657563,,,,,,,,,,,,,,,,,,,,,,,,
255204_at,11,11,7.3,A,0.850342,11,0.7,-0.4,7.3,NC,0.416433,,,,,,,,,,,,,,,,,,,,,,,,
255205_at,11,11,21.7,A,0.246094,11,1.9,-1.1,21.7,NC,0.657563,,,,,,,,,,,,,,,,,,,,,,,,
255206_at,11,11,5,A,0.753906,11,-1.3,-3,5,NC,0.131343,,,,,,,,,,,,,,,,,,,,,,,,
255207_at,11,11,5.3,A,0.850342,11,0.1,-0.9,5.3,NC,0.894337,,,,,,,,,,,,,,,,,,,,,,,,
255208_at,11,11,8.4,A,0.5,11,0.6,0.1,8.4,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255209_at,11,11,60.1,A,0.080566,11,2,0,60.1,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255210_at,11,11,68.2,A,0.19458,11,1.1,0,68.2,NC,0.026698,,,,,,,,,,,,,,,,,,,,,,,,
255211_at,11,11,2.9,A,0.932373,11,0.8,-0.9,2.9,NC,0.506476,,,,,,,,,,,,,,,,,,,,,,,,
255212_at,11,11,9.1,A,0.567627,11,1,-1.2,9.1,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255213_at,11,11,0.6,A,0.98584,11,-1,-3.2,0.6,NC,0.777251,,,,,,,,,,,,,,,,,,,,,,,,
255214_at,11,11,11.7,A,0.633789,11,-2.3,-4,11.7,NC,0.921063,,,,,,,,,,,,,,,,,,,,,,,,
255215_at,11,11,3.9,A,0.888428,11,-1,-2.3,3.9,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255216_s_at,11,11,7.2,A,0.953857,11,-2.7,-4.2,7.2,NC,0.669411,,,,,,,,,,,,,,,,,,,,,,,,
255217_s_at,11,11,54,A,0.080566,11,0.7,-0.6,54,NC,0.131343,,,,,,,,,,,,,,,,,,,,,,,,
255218_at,11,11,0.8,A,0.991943,11,0.3,-1.8,0.8,NC,0.725952,,,,,,,,,,,,,,,,,,,,,,,,
255219_at,11,11,10.9,A,0.601074,11,0.1,-0.6,10.9,NC,0.805199,,,,,,,,,,,,,,,,,,,,,,,,
255184_at,11,11,69.6,P,0.046143,11,2.2,0.3,69.6,NC,0.177412,,,,,,,,,,,,,,,,,,,,,,,,
255185_at,11,11,69.9,A,0.171387,11,-0.1,-1.7,69.9,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255186_at,11,11,271,P,0.018555,11,2.3,1.6,271,I,0.001336,,,,,,,,,,,,,,,,,,,,,,,,
255187_s_at,11,11,1.5,A,0.976074,11,0.1,-3.2,1.5,NC,0.545234,,,,,,,,,,,,,,,,,,,,,,,,
255156_at,11,11,0.4,A,0.998047,11,-0.4,-1.1,0.4,NC,0.930187,,,,,,,,,,,,,,,,,,,,,,,,
255157_at,11,11,65.2,A,0.149658,11,-0.3,-1.7,65.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255158_s_at,11,11,0.6,A,0.989258,11,-0.5,-5.4,0.6,NC,0.958799,,,,,,,,,,,,,,,,,,,,,,,,
255159_at,11,11,99.8,A,0.111572,11,1.1,0.3,99.8,NC,0.124552,,,,,,,,,,,,,,,,,,,,,,,,
255160_at,11,11,177.4,A,0.19458,11,1.2,-0.2,177.4,NC,0.242585,,,,,,,,,,,,,,,,,,,,,,,,
255161_at,11,11,25.9,A,0.398926,11,-0.1,-1.5,25.9,NC,0.60871,,,,,,,,,,,,,,,,,,,,,,,,
255162_at,11,11,9,A,0.696289,11,1.1,-1,9,NC,0.416433,,,,,,,,,,,,,,,,,,,,,,,,
255163_at,11,11,3.6,A,0.753906,11,-3.2,-5.6,3.6,NC,0.60871,,,,,,,,,,,,,,,,,,,,,,,,
255164_at,11,11,79.7,A,0.19458,11,0.5,0.2,79.7,NC,0.065566,,,,,,,,,,,,,,,,,,,,,,,,
255165_at,11,11,16.6,A,0.665527,11,-0.6,-1.7,16.6,NC,0.854318,,,,,,,,,,,,,,,,,,,,,,,,
255166_at,11,11,21.5,A,0.633789,11,2.4,0.5,21.5,NC,0.39129,,,,,,,,,,,,,,,,,,,,,,,,
255167_at,11,11,23.9,A,0.432373,11,-0.6,-1.6,23.9,NC,0.441923,,,,,,,,,,,,,,,,,,,,,,,,
255168_at,11,11,8.3,A,0.633789,11,-0.2,-1.9,8.3,NC,0.416433,,,,,,,,,,,,,,,,,,,,,,,,
255169_x_at,11,11,47.5,A,0.5,11,0.8,-0.4,47.5,NC,0.633407,,,,,,,,,,,,,,,,,,,,,,,,
255170_at,11,11,19.4,A,0.567627,11,-1.2,-2.7,19.4,NC,0.868657,,,,,,,,,,,,,,,,,,,,,,,,
255171_at,11,11,644.6,P,0.001221,11,0.5,-0.3,644.6,NC,0.094279,,,,,,,,,,,,,,,,,,,,,,,,
255172_x_at,11,11,52.3,A,0.171387,11,1.4,-0.1,52.3,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255173_at,11,11,8.1,A,0.633789,11,0.6,-0.9,8.1,NC,0.441923,,,,,,,,,,,,,,,,,,,,,,,,
255174_at,11,11,2,A,0.696289,11,-2.3,-5.9,2,NC,0.657563,,,,,,,,,,,,,,,,,,,,,,,,
255175_at,11,11,125.1,P,0.000732,11,0,-1.3,125.1,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255176_s_at,11,11,554.2,P,0.000244,11,0.4,-0.4,554.2,NC,0.057676,,,,,,,,,,,,,,,,,,,,,,,,
255177_at,11,11,8,A,0.969727,11,-0.1,-1.2,8,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255178_at,11,11,3.5,A,0.80542,11,0.5,-0.2,3.5,NC,0.007788,,,,,,,,,,,,,,,,,,,,,,,,
255179_at,11,11,10.8,A,0.633789,11,-1.3,-3.4,10.8,NC,0.307406,,,,,,,,,,,,,,,,,,,,,,,,
255180_at,11,11,1.2,A,0.828613,11,0,-1.5,1.2,NC,0.454766,,,,,,,,,,,,,,,,,,,,,,,,
255181_at,11,11,159.6,P,0.005859,11,-0.3,-1.3,159.6,D,0.995927,,,,,,,,,,,,,,,,,,,,,,,,
255182_at,11,11,17.7,A,0.80542,11,0.6,-0.9,17.7,NC,0.881991,,,,,,,,,,,,,,,,,,,,,,,,
255183_at,11,11,8.3,A,0.633789,11,0.2,-0.9,8.3,NC,0.62112,,,,,,,,,,,,,,,,,,,,,,,,
255149_at,11,11,20.9,A,0.432373,11,0.4,-0.6,20.9,NC,0.354442,,,,,,,,,,,,,,,,,,,,,,,,
255150_at,11,11,66,A,0.095215,11,0.6,-0.3,66,NC,0.044149,,,,,,,,,,,,,,,,,,,,,,,,
255151_at,11,11,426.5,P,0.000732,11,0.9,0.1,426.5,NC,0.007788,,,,,,,,,,,,,,,,,,,,,,,,
255152_at,11,11,2,A,0.828613,11,0.9,-0.7,2,NC,0.467656,,,,,,,,,,,,,,,,,,,,,,,,
255153_at,11,11,12.6,A,0.533936,11,-0.7,-1.9,12.6,NC,0.416433,,,,,,,,,,,,,,,,,,,,,,,,
255154_at,11,11,585.1,P,0.000244,11,1.9,1.4,585.1,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
255155_at,11,11,321.4,P,0.000732,11,0.9,0.3,321.4,I,0.00004,,,,,,,,,,,,,,,,,,,,,,,,
255125_at,11,11,69.8,A,0.219482,11,-0.3,-0.8,69.8,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255126_at,11,11,14.1,A,0.533936,11,-1,-2.3,14.1,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255127_at,11,11,57.5,A,0.366211,11,2.4,1,57.5,NC,0.054022,,,,,,,,,,,,,,,,,,,,,,,,
255128_at,11,11,171.9,P,0.010742,11,-1.7,-2.2,171.9,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
255129_at,11,11,93.9,P,0.030273,11,-0.4,-1.2,93.9,NC,0.570859,,,,,,,,,,,,,,,,,,,,,,,,
255130_at,11,11,309.9,A,0.067627,11,-0.6,-0.7,309.9,NC,0.991489,,,,,,,,,,,,,,,,,,,,,,,,
255131_at,11,11,328.2,P,0.001953,11,-1.6,-2.1,328.2,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
255132_at,11,11,2320,P,0.000244,11,2.7,1.9,2320,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
255133_at,11,11,977.3,P,0.000244,11,1,0.5,977.3,I,0.000101,,,,,,,,,,,,,,,,,,,,,,,,
255134_at,11,11,819.4,P,0.000244,11,1.1,0.6,819.4,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
255135_at,11,11,89.7,A,0.432373,11,0.3,-0.2,89.7,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255136_s_at,11,11,252.6,P,0.00293,11,-1,-1.5,252.6,D,0.999973,,,,,,,,,,,,,,,,,,,,,,,,
255137_at,11,11,39,A,0.129639,11,0.7,0.1,39,NC,0.028766,,,,,,,,,,,,,,,,,,,,,,,,
255138_at,11,11,47.1,A,0.567627,11,1.1,0.4,47.1,NC,0.330589,,,,,,,,,,,,,,,,,,,,,,,,
255139_s_at,8,8,88.5,A,0.173828,8,-0.2,-1.4,88.5,NC,0.189687,,,,,,,,,,,,,,,,,,,,,,,,
255140_x_at,11,11,177.3,M,0.056152,11,-0.1,-0.7,177.3,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255141_at,11,11,9.4,A,0.665527,11,0.7,0,9.4,NC,0.044149,,,,,,,,,,,,,,,,,,,,,,,,
255142_at,11,11,470.3,P,0.000732,11,-0.5,-0.9,470.3,NC,0.921063,,,,,,,,,,,,,,,,,,,,,,,,
255143_at,11,11,37.3,A,0.080566,11,1.5,0.7,37.3,NC,0.078937,,,,,,,,,,,,,,,,,,,,,,,,
255144_at,11,11,16.6,A,0.665527,11,3.6,1.3,16.6,NC,0.169098,,,,,,,,,,,,,,,,,,,,,,,,
255145_at,11,11,81.8,A,0.366211,11,1.7,0.5,81.8,NC,0.074268,,,,,,,,,,,,,,,,,,,,,,,,
255146_at,11,11,4.2,A,0.601074,11,0.6,-0.1,4.2,NC,0.00712,,,,,,,,,,,,,,,,,,,,,,,,
255147_at,11,11,443.2,P,0.000244,11,0.2,-0.4,443.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
255148_at,11,11,115.1,P,0.01416,11,-1.8,-2,115.1,D,0.999977,,,,,,,,,,,,,,,,,,,,,,,,
255121_at,11,11,112.9,P,0.001221,11,-0.4,-1,112.9,NC,0.978776,,,,,,,,,,,,,,,,,,,,,,,,
